,x_1,x_2,y
0,2.097147954979401,-1.2196803399186773,0
1,-2.3293127358222776,-1.8858671451924902,0
2,-2.8978420784935874,-0.9723993132512283,0
3,-0.027495595215170088,0.44291102484352196,1
4,1.6921819627586299,-0.4187038112753325,1
5,-2.6159057398959034,2.9193943977285244,0
6,-1.377493747984634,-1.577235501030554,0
7,2.5462226930837755,2.8131130398377993,0
8,-2.4150238071403827,-1.9814227687298904,0
9,-1.962555972660331,2.2352827392205388,0
10,-1.6165206295239956,1.0499370722682908,1
11,-0.20976159922552728,-1.2645185258371157,0
12,2.503987441264223,0.9319011191617008,0
13,-2.236753804507612,-2.488357103191567,0
14,1.7343036559899652,2.104406957698475,0
15,-1.0781505950166408,-1.507933154704894,0
16,-1.1371606136864107,2.9957274988177405,0
17,1.180179260720113,0.8694421066687918,1
18,-2.883689771454055,2.5954205721717063,0
19,1.8117666488671924,-0.3126205490476739,1
20,1.1527493430775042,-1.226612650767996,1
21,0.3209824219054882,1.7394720728186774,0
22,-1.6613840595321239,-2.4941398464238054,0
23,-1.0651833347638349,-2.986734785766243,0
24,1.902570818512924,0.4297648535887948,1
25,-1.3043145701733154,0.46069098869742975,1
26,2.513250579524538,1.7967942046772132,0
27,0.9421119628483465,0.7407980365123903,1
28,-2.880625377348196,-1.5703121729722298,0
29,2.0818814968286974,-1.8942070206015573,0
30,1.5662148091256238,-2.849790016513616,0
31,-0.852636430542995,-2.2917507314957857,0
32,-2.1229867694948625,-1.4361622585753788,0
33,-0.919936250370184,0.6177930793679764,1
34,0.051006214567833386,-1.10259740488375,0
35,0.4605352859097245,1.4712075182581614,0
36,1.2167343104225585,-2.9455371156623373,0
37,0.5811302646115029,0.06953792589803598,1
38,-2.9758706615108776,-0.8451768660420331,0
39,0.6645417862199197,1.163024917698257,1
40,1.6316823983346103,0.0227972109730481,1
41,1.3738769224551852,-2.3391214719252647,0
42,-2.871269730587315,-2.5936586715221095,0
43,1.2703494077207527,-1.371194198672184,1
44,-0.6005317882732157,0.6577758809292442,1
45,-2.591703777922908,1.019171554828345,0
46,-1.0354655918345184,2.4670430009395456,0
47,-1.5206845683174879,-2.948605094450749,0
48,-1.709921006268674,-1.9326236670845705,0
49,-2.2775031488265967,-1.0095315267439149,0
50,2.2430993872706937,0.7913414793784748,0
51,-1.9657570879067765,-2.4484258134917742,0
52,-0.29338487724172957,0.11977807048747646,1
53,-2.133178788077526,1.5440290045891771,0
54,-2.6425611871310752,1.945260847030081,0
55,-0.7963355369232348,2.722303397198777,0
56,-1.2413040828554003,0.7991933595013783,1
57,1.828794466296575,-1.6241669709553757,0
58,0.49244101600026857,-2.7161918786413395,0
59,0.7237624481497864,1.296746940044616,1
60,-1.6878037168933937,1.0624340187664503,1
61,0.23286528079824986,1.485379843581601,0
62,-2.1626733493731205,1.7771225546874962,0
63,0.4132999068207228,-2.442675541600839,0
64,0.9223977411116158,1.303828644446317,1
65,0.23041343894240018,1.0355491295151644,1
66,1.8674498333079264,1.887753383798814,0
67,0.9183150066563739,-1.7680955133851328,0
68,-0.8359871640576029,-2.36710293763828,0
69,0.7376143377202511,-2.0074100292795123,0
70,-2.6112235019877574,2.9020137760349733,0
71,0.285745062972258,2.7474463153060125,0
72,1.3679810027773724,-2.6084308636684908,0
73,0.8895523546345103,1.2743410484878996,1
74,1.2170079422971298,1.8471112406023424,0
75,-1.858640907824882,-1.0954944021163513,1
76,-2.573837071326193,-2.7386393427477365,0
77,1.0269901304256486,-2.266767638009325,0
78,1.2649356088810153,2.914699114931123,0
79,0.19359252113348102,-2.6686270940583716,0
80,-0.7703869156570375,2.19383284470417,0
81,2.771978497486418,2.906870964865284,0
82,-0.8976602485764436,1.6998647289219146,0
83,-0.5773594970879312,0.5718634837582206,1
84,2.302969403495033,1.9692565025768456,0
85,0.5605333996371535,-2.500362903197395,0
86,2.6131643924908987,1.7763444373911277,0
87,0.2145917211748607,-0.8488376881220621,1
88,-1.2380237264297018,0.05722713682443592,1
89,-0.9034308615211994,-1.9182408218929858,0
90,1.5178776997585555,0.5231745002313888,1
91,1.8931721620170023,1.5311887120115975,0
92,0.7915404097219376,0.03872904862789106,1
93,0.6112807067038863,-0.37605850109667927,1
94,-1.5992156990952455,-0.8804543227781587,1
95,-1.9026225836532165,-1.9121548432013848,0
96,0.039965564404321974,-1.817249314880042,0
97,2.2709046966011934,1.0619663683535538,0
98,-2.874565105668048,-1.950256582491803,0
99,-2.130302660181748,-0.29837909180319855,1
100,0.5392573962264606,0.8618380782358375,1
101,-2.167736429880302,0.8351551125987777,0
102,0.6514664237631038,0.3051772480049264,1
103,-2.670081363698749,0.9819364085169258,0
104,0.04891063456268441,0.7372813357707293,1
105,0.2573406546540955,0.6726342069300557,1
106,-0.8090196457015817,2.3936267003792437,0
107,1.6362510457614716,-1.1541173546752403,1
108,-2.6417584809443584,-1.1146962088857273,0
109,-2.778758029389111,-2.127530890210572,0
110,1.5333474103683633,0.7423914095265545,1
111,0.32920232981658337,0.7387790107883747,1
112,1.48755734253084,-0.1414155569347848,1
113,-0.16132638814575273,-0.8545151157748974,1
114,1.371326212667653,0.36964053022713017,1
115,-1.2526561053980154,1.2811001502797232,1
116,-2.542870340752158,1.7020036677912476,0
117,-2.3050607087713617,1.5106197439440177,0
118,-0.46619209529312755,-1.718121084906496,0
119,0.5813466657133866,-0.08542190676562544,1
120,2.589723415854423,-2.5171114459701176,0
121,-0.2539699991821194,0.7469676384671455,1
122,2.502601660152063,-2.9497690207952547,0
123,0.010802997405663817,2.449034924793822,0
124,0.47140690416050557,-1.9429525845019446,0
125,2.9596129415473955,-0.8312651464649177,0
126,2.975297311137747,-1.8549719495472716,0
127,-0.4023644021921644,-1.2471516669026668,1
128,2.311488964193515,-2.300835477867043,0
129,-1.0811344298115633,-1.6813908611843584,0
130,1.1606097526211636,2.699497833731156,0
131,1.5949104092830302,-1.5198816878574888,0
132,0.9569587671137674,0.2618982106919452,1
133,-0.25159552408728114,0.5878195821723464,1
134,1.0134998656709335,2.5242292019041717,0
135,0.8366614910109877,-0.40674966977600047,1
136,0.5595759581622541,0.3166984931484498,1
137,1.5735421726367234,1.6630093414233018,0
138,2.800676903777669,2.710555584772841,0
139,-0.16802659473033454,-2.128420240807068,0
140,1.5953931423451646,-2.76419378013024,0
141,-0.41319792499371477,0.5543860495070092,1
142,-0.10310026605564371,-0.8341323382038706,1
143,1.18755565329581,1.6797761780103624,0
144,1.706309744515976,1.1079532664854623,1
145,-0.05086766778839902,-0.9639096007661498,1
146,-0.5557419445477438,-1.632029414248619,0
147,0.5249058289292075,-0.03544459153463464,1
148,-2.41415909823767,-0.06519781764146693,0
149,2.248666090508457,1.3364843107134279,0
150,0.28280339028702794,-0.6855345756063178,1
151,2.1876955048468787,-2.970689265093421,0
152,-1.5259322136657054,-1.0730492302372951,1
153,0.3030594853598432,1.3517141247708597,0
154,2.7228821648213373,0.3779972326738714,0
155,-2.0912263918793594,0.6931624794000468,1
156,-1.946930135914394,-0.49421635568381017,1
157,-2.5720456363668194,1.8569899034133677,0
158,-2.5174135502592296,1.9373522890396284,0
159,-0.992512789739251,2.695595411350804,0
160,1.6648045125854694,-0.520595037974259,1
161,-1.899879713482221,-1.258622480921351,0
162,0.49955510392007163,1.0677973065311832,1
163,-1.267436513621031,-0.7414585491630548,1
164,1.7869444457701702,0.36380651033188194,1
165,2.9666846331420746,-2.249297855713457,0
166,-1.7809490302333877,-2.5416036653083407,0
167,-2.4674929338397336,0.921611981409451,0
168,0.5273221781035002,0.5995729230945921,1
169,-0.44116831617614505,-0.12672774101186768,1
170,1.0971038695085618,-0.11834602276141082,1
171,0.14702333864677453,-2.286360571832352,0
172,0.5657871873191533,2.8498249848786132,0
173,1.5826610554968248,2.6117041863889447,0
174,-0.28488103293029443,-1.5418196847632188,0
175,1.8109594213565732,-1.5887360295612787,0
176,-0.34470423898046265,-1.9915746457256378,0
177,0.8459771572595609,1.37233080028198,1
178,1.942357157664519,-2.24623385692104,0
179,-1.3003043713427138,-0.6412122806263847,1
180,1.928503058616652,-2.951834643956309,0
181,-0.0625391561248998,-1.7203539532163483,0
182,0.1808948622483233,-0.6808859085305521,1
183,-1.9146208882327131,2.319027159513971,0
184,0.4455003385370615,-2.3962769973046534,0
185,-2.6811236404266108,-1.3641449639695173,0
186,2.6319786324955983,-0.6856331117429026,0
187,0.6119940370480634,-2.784867785802316,0
188,-0.07135486077328634,-1.1084671470274314,0
189,0.2551448189860066,0.62268702175386,1
190,2.3592981696847044,-2.713410319849537,0
191,0.8724170659716242,-0.4489617760870166,1
192,-1.6513956723164218,2.2075782996018773,0
193,-2.0319986243949506,-1.5695025683535082,0
194,-1.5541911040277052,0.10827449491888341,1
195,-0.31306953380890157,2.7470026240033185,0
196,-1.5795789483115221,0.3444599287143717,1
197,2.535418346498399,-2.660663190585788,0
198,1.4211573390602723,-2.6018892081120164,0
199,-0.6172652772286624,-2.3419102305588417,0
200,-2.9092428654017297,-1.648734739730314,0
201,-1.5038531177865222,2.7127448802157508,0
202,2.129015645745868,1.8512918619742527,1
203,2.7932067925669433,1.6722167405985333,1
204,1.6731616857742475,-2.295275932258214,0
205,-2.303638770330058,1.2196343591646457,0
206,-1.2740360020955324,1.4088272666337796,1
207,-2.7126194091569227,1.3071484767045956,1
208,-0.15860198597878572,2.491998207417411,0
209,2.0486956792761077,-2.438459219126557,1
210,1.156443872521626,1.061768564571655,1
211,-2.3549209626064638,-1.5142696071707045,0
212,0.003927825623702752,-2.40029553954301,0
213,1.1043206074030039,-2.9683750236625484,1
214,-1.523621081726847,-0.10860935032078256,0
215,-1.2764685522493304,-2.9998151425787722,0
216,-2.476497075262863,0.2054122700783516,0
217,-0.8361602572055329,-2.060539889549268,1
218,2.7311508818175465,0.47465535874084175,0
219,-1.9383020793540473,1.9114309991498057,1
